Ulf Schaefer;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Yulia A. Medvedeva;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Charles Plessy;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Morana Vitezic;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Jessica Severin;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Colin A. M. Semple;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Yuri Ishizu;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Robert S. Young;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Margherita Francescatto;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Intikhab Alam;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Davide Albanese;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Gabriel M. Altschuler;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Takahiro Arakawa;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
John A. C. Archer;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Peter Arner;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Magda Babina;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Sarah Rennie;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Piotr J. Balwierz;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Anthony G. Beckhouse;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Swati Pradhan-Bhatt;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Judith A. Blake;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Antje Blumenthal;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Beatrice Bodega;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Alessandro Bonetti;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
James Briggs;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Frank Brombacher;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
A. Maxwell Burroughs;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Andrea Califano;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Carlo V. Cannistraci;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Daniel Carbajo;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Yun Chen;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Marco Chierici;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Yari Ciani;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Hans Clevers;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Emiliano Dalla;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Carrie A. Davis;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Michael Detmar;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Alexander D. Diehl;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Taeko Dohi;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Finn Drabløs;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Albert S. B. Edge;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Matthias Edinger;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Karl Ekwall;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Mitsuhiro Endoh;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Hideki Enomoto;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Michela Fagiolini;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Lynsey Fairbairn;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Hai Fang;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Mary C. Farach-Carson;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Geoffrey J. Faulkner;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Alexander V. Favorov;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Malcolm E. Fisher;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Martin C. Frith;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Rie Fujita;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Shiro Fukuda;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Cesare Furlanello;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Masaaki Furuno;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Jun-ichi Furusawa;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Teunis B. Geijtenbeek;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Andrew P. Gibson;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Thomas R. Gingeras;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Daniel Goldowitz;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Julian Gough;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Sven Guhl;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Reto Guler;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Stefano Gustincich;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Thomas J. Ha;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Masahide Hamaguchi;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Mitsuko Hara;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Matthias Harbers;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Jayson Harshbarger;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Akira Hasegawa;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Yuki Hasegawa;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Takehiro Hashimoto;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Meenhard Herlyn;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Kelly J. Hitchens;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Shannan J. Ho Sui;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Oliver M. Hofmann;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Ilka Hoof;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Fumi Hori;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Lukasz Huminiecki;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Kei Iida;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Tomokatsu Ikawa;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Boris R. Jankovic;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Hui Jia;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Anagha Joshi;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Giuseppe Jurman;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Bogumil Kaczkowski;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Chieko Kai;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Kaoru Kaida;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Ai Kaiho;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Kazuhiro Kajiyama;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Mutsumi Kanamori-Katayama;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Artem S. Kasianov;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Takeya Kasukawa;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Shintaro Katayama;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Sachi Kato;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Shuji Kawaguchi;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Hiroshi Kawamoto;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Yuki I. Kawamura;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Tsugumi Kawashima;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Judith S. Kempfle;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Tony J. Kenna;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Juha Kere;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Levon M. Khachigian;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Toshio Kitamura;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
S. Peter Klinken;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Alan J. Knox;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Miki Kojima;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Soichi Kojima;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Naoto Kondo;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Haruhiko Koseki;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Shigeo Koyasu;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Sarah Krampitz;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Atsutaka Kubosaki;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Andrew T. Kwon;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Jeroen F. J. Laros;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Weonju Lee;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Andreas Lennartsson;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Kang Li;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Berit Lilje;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Leonard Lipovich;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Alan Mackay-Sim;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Ri-ichiroh Manabe;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Jessica C. Mar;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Benoit Marchand;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Anthony Mathelier;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Niklas Mejhert;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Alison M. Meynert;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Yosuke Mizuno;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
David A. de Lima Morais;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Hiromasa Morikawa;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Mitsuru Morimoto;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Kazuyo Moro;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Efthymios Motakis;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Hozumi Motohashi;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Christine Mummery;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Mitsuyoshi Murata;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Sayaka Nagao-Sato;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Yutaka Nakachi;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Fumio Nakahara;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Toshiyuki Nakamura;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Yukio Nakamura;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Kenichi Nakazato;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Erik van Nimwegen;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Noriko Ninomiya;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Hiromi Nishiyori;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Shohei Noma;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Tadasuke Nozaki;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Soichi Ogishima;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Naganari Ohkura;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Hiroko Ohmiya;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Hiroshi Ohno;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Mitsuhiro Ohshima;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
Mariko Okada-Hatakeyama;10.1038/NATURE13182;462-470;A promoter-level mammalian expression atlas.;https://dblp.org/rec/journals/nature/ConsortiumFKRB14;2014;Nature
