L. K. Liu;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
M. Lu;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Mark P. Mendell;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
A. Misra;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Yosef Moatti;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Lawrence S. Mok;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
José E. Moreira;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Ben J. Nathanson;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Matthew Newton;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Martin Ohmacht;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Adam J. Oliner;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Vinayaka Pandit;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
R. B. Pudota;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Rick A. Rand;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Richard D. Regan;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Bradley Rubin;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Albert E. Ruehli;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Silvius Rus;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Ramendra K. Sahoo;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Alda Sanomiya;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Eugen Schenfeld;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
M. Sharma;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Edi Shmueli;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Sarabjeet Singh;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Peilin Song;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Vijay Srinivasan;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Burkhard D. Steinmacher-Burow;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Karin Strauss;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Christopher W. Surovic;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Richard A. Swetz;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Todd Takken;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
R. Brett Tremaine;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Mickey Tsao;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Arun R. Umamaheshwaran;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
P. Verma;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Pavlos Vranas;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
T. J. Christopher Ward;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Michael E. Wazlowski;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
W. Barrett;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
C. Engel;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
B. Drehmel;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
B. Hilgart;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
D. Hill;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
F. Kasemkhani;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
David J. Krolak;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Chun-Tao Li 0001;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Thomas A. Liebsch;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
James A. Marcella;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
A. Muff;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
A. Okomo;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
M. Rouse;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
A. Schram;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
M. Tubbs;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
G. Ulsh;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Charles D. Wait;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
J. Wittrup;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Myung Bae;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Kenneth A. Dockser;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Lynn Kissel;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Mark K. Seager;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
Jeffrey S. Vetter;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
K. Yates;10.1109/SC.2002.10017;7:1-7:22;An overview of the BlueGene/L Supercomputer.;https://dblp.org/rec/conf/sc/AdigaAA02;2002;SC
A. Elsayed;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
A. Elshennawy;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
A. Elmallah;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
Ahmad Shaban;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
B. George;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
M. Elmala;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
A. Ismail;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
A. Wassal;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
Mostafa M. Sakr;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
A. Mokhtar;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
M. Hafez;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
A. Hamed;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
M. Saeed;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
M. Samir;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
M. Hammad;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
M. Elkhouly;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
A. Kamal;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
M. Rabieah;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
A. Elghufaili;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
S. Shaibani;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
I. Hakami;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
T. Alanazi;10.1109/CICC.2011.6055369;1-abr;A self-clocked ASIC interface for MEMS gyroscope with 1m°/s/√Hz noise floor.;https://dblp.org/rec/conf/cicc/ElsayedEESGEIWSMHHSSHEKRESHA11;2011;CICC
Mohammed A. G. Al-Sadoon;10.1007/978-3-030-05195-2_41;419-430;A More Efficient AOA Method for 2D and 3D Direction Estimation with Arbitrary Antenna Array Geometry.;https://dblp.org/rec/conf/broadnets/Al-SadoonAAAZAN18;2018;BROADNETS
N. A. Abduljabbar;10.1007/978-3-030-05195-2_41;419-430;A More Efficient AOA Method for 2D and 3D Direction Estimation with Arbitrary Antenna Array Geometry.;https://dblp.org/rec/conf/broadnets/Al-SadoonAAAZAN18;2018;BROADNETS
Nazar T. Ali;10.1007/978-3-030-05195-2_41;419-430;A More Efficient AOA Method for 2D and 3D Direction Estimation with Arbitrary Antenna Array Geometry.;https://dblp.org/rec/conf/broadnets/Al-SadoonAAAZAN18;2018;BROADNETS
Rameez Asif;10.1007/978-3-030-05195-2_41;419-430;A More Efficient AOA Method for 2D and 3D Direction Estimation with Arbitrary Antenna Array Geometry.;https://dblp.org/rec/conf/broadnets/Al-SadoonAAAZAN18;2018;BROADNETS
A. Zweid;10.1007/978-3-030-05195-2_41;419-430;A More Efficient AOA Method for 2D and 3D Direction Estimation with Arbitrary Antenna Array Geometry.;https://dblp.org/rec/conf/broadnets/Al-SadoonAAAZAN18;2018;BROADNETS
Haru Alhassan;10.1007/978-3-030-05195-2_41;419-430;A More Efficient AOA Method for 2D and 3D Direction Estimation with Arbitrary Antenna Array Geometry.;https://dblp.org/rec/conf/broadnets/Al-SadoonAAAZAN18;2018;BROADNETS
James M. Noras;10.1007/978-3-030-05195-2_41;419-430;A More Efficient AOA Method for 2D and 3D Direction Estimation with Arbitrary Antenna Array Geometry.;https://dblp.org/rec/conf/broadnets/Al-SadoonAAAZAN18;2018;BROADNETS
R. A. Abd-Alhameed;10.1007/978-3-030-05195-2_41;419-430;A More Efficient AOA Method for 2D and 3D Direction Estimation with Arbitrary Antenna Array Geometry.;https://dblp.org/rec/conf/broadnets/Al-SadoonAAAZAN18;2018;BROADNETS
J. A. Dominguez-Navarro;10.1109/ICNSC.2017.8000098;239-244;Local electrical market based on a Multi-agent system.;https://dblp.org/rec/conf/icnsc/Dominguez-Navarro17;2017;ICNSC
A. A. Bayod-Rujula;10.1109/ICNSC.2017.8000098;239-244;Local electrical market based on a Multi-agent system.;https://dblp.org/rec/conf/icnsc/Dominguez-Navarro17;2017;ICNSC
J. M. Yusta-Loyo;10.1109/ICNSC.2017.8000098;239-244;Local electrical market based on a Multi-agent system.;https://dblp.org/rec/conf/icnsc/Dominguez-Navarro17;2017;ICNSC
Jose L. Bernal-Agustin;10.1109/ICNSC.2017.8000098;239-244;Local electrical market based on a Multi-agent system.;https://dblp.org/rec/conf/icnsc/Dominguez-Navarro17;2017;ICNSC
Rodolfo Dufo-Lopez;10.1109/ICNSC.2017.8000098;239-244;Local electrical market based on a Multi-agent system.;https://dblp.org/rec/conf/icnsc/Dominguez-Navarro17;2017;ICNSC
S. Artal-Sevil;10.1109/ICNSC.2017.8000098;239-244;Local electrical market based on a Multi-agent system.;https://dblp.org/rec/conf/icnsc/Dominguez-Navarro17;2017;ICNSC
A. Coronado-Mendoza;10.1109/ICNSC.2017.8000098;239-244;Local electrical market based on a Multi-agent system.;https://dblp.org/rec/conf/icnsc/Dominguez-Navarro17;2017;ICNSC
B. A. Mohammed;10.1007/978-3-319-53850-1_19;193-201;A 15.5 W Si-LDMOS Balanced Power Amplifier with 53% Ultimate PAE for High Speed LTE.;https://dblp.org/rec/conf/psats/MohammedAAHHJEC16;2016;WISATS
N. A. Abduljabbar;10.1007/978-3-319-53850-1_19;193-201;A 15.5 W Si-LDMOS Balanced Power Amplifier with 53% Ultimate PAE for High Speed LTE.;https://dblp.org/rec/conf/psats/MohammedAAHHJEC16;2016;WISATS
